DATE,DEVICE,LISTENING_TIME,ID_C,ID_T
2010-11-12 06:16:55,desktop,19:29:14,1199,4531
1995-05-27 13:45:10,desktop,11:22:11,95,7774
1992-08-09 08:49:06,web application,00:29:08,3425,345
2011-06-03 07:48:05,web application,10:41:42,2167,1390
1989-12-30 20:22:13,desktop,21:15:14,3236,7183
1974-01-18 04:48:05,web application,20:09:16,919,8669
2006-06-21 13:46:24,desktop,00:52:30,2085,4714
1996-06-05 19:23:50,mobile,16:28:03,2565,2180
1998-03-08 05:09:47,web application,10:17:41,2743,7191
2002-08-14 10:56:42,web application,01:40:14,1620,8290
2010-05-09 15:43:24,mobile,10:51:38,1799,8909
2007-01-16 04:28:10,desktop,14:05:21,1591,501
1980-02-14 23:43:07,desktop,10:39:48,3449,1067
2008-12-23 20:17:33,desktop,08:54:33,2880,2219
2009-04-22 12:37:19,mobile,14:15:50,2716,2147
1984-09-01 10:19:35,mobile,23:16:55,339,6184
1974-11-26 20:04:53,desktop,13:07:21,2049,6878
2008-08-03 00:29:36,mobile,22:50:41,2345,127
1997-10-26 07:49:48,mobile,23:45:16,1211,6756
2008-02-07 01:07:12,desktop,11:15:17,1492,4603
1979-02-18 09:35:12,desktop,23:54:09,1409,2350
1988-01-10 03:37:09,mobile,18:04:59,754,6129
2022-10-07 21:15:35,desktop,11:28:42,1221,6494
1975-10-10 14:58:31,desktop,08:22:55,449,3826
1970-04-04 09:47:56,desktop,22:06:32,2393,2899
2011-01-21 04:22:17,desktop,13:01:31,2552,738
1998-03-08 09:58:27,desktop,10:06:46,1888,4993
2005-08-08 11:10:11,web application,14:11:57,1742,1256
1972-11-06 10:34:49,mobile,18:27:51,3171,7889
1974-12-04 16:27:49,web application,18:43:01,1315,8308
2002-09-24 23:35:09,mobile,16:33:23,3048,6757
2022-11-23 18:06:07,web application,16:41:39,3316,8105
1979-11-27 21:43:15,web application,21:12:57,471,4546
1996-06-13 06:15:22,web application,08:59:30,3113,1797
2017-03-01 13:26:58,mobile,20:03:10,957,4538
2020-11-02 21:34:05,desktop,14:10:08,2463,6064
2019-03-04 06:06:07,web application,23:19:26,633,6057
1977-06-01 16:28:22,web application,20:02:38,328,7042
1980-07-26 04:19:00,web application,17:14:51,2592,2661
1988-10-27 05:13:36,web application,17:03:32,3217,4127
2021-04-29 10:55:30,web application,14:13:22,47,2520
1988-04-18 03:35:22,mobile,15:42:12,2935,5719
2003-01-14 16:59:12,web application,11:50:28,395,7396
2015-12-28 15:11:51,desktop,16:34:17,740,6870
2013-09-30 19:53:20,web application,22:05:27,762,861
1987-06-18 22:41:00,desktop,16:55:40,3446,7890
2004-07-06 09:06:05,mobile,14:30:42,3319,4137
2020-10-30 12:45:55,mobile,13:14:04,433,4216
1972-07-21 08:55:34,mobile,15:01:40,2475,3904
2020-12-08 15:52:00,mobile,14:02:28,191,8810
2000-12-03 06:20:19,desktop,18:33:22,2018,6226
2016-05-06 10:13:06,desktop,05:14:32,1810,5889
2013-01-24 21:57:39,web application,10:19:43,3463,973
1978-11-05 05:00:43,mobile,02:14:29,2360,5911
1976-08-10 13:52:23,web application,04:54:38,932,5164
2021-04-01 20:54:56,mobile,13:54:58,494,1031
2021-12-15 05:54:17,mobile,11:44:16,2465,841
2000-03-25 15:45:00,desktop,04:19:37,1120,7995
2009-11-11 14:58:17,mobile,00:11:45,393,7886
1994-04-29 19:06:33,desktop,06:39:23,452,3382
2014-06-22 05:30:06,mobile,12:14:17,125,6437
1972-08-13 13:47:57,web application,21:51:02,1302,4675
2006-10-02 16:33:19,web application,06:07:06,1102,2584
2012-06-28 11:03:30,desktop,00:01:24,1677,5063
1989-08-24 22:17:32,web application,10:30:00,2253,3084
2007-01-05 15:18:41,mobile,23:44:27,3329,499
2018-01-17 14:17:17,web application,10:50:22,1701,5151
1976-12-20 21:11:37,web application,11:02:51,3013,2558
2023-11-24 01:38:01,desktop,08:43:10,898,3639
1972-09-10 11:47:41,desktop,16:29:47,1729,8521
1990-03-13 12:25:48,web application,03:32:49,480,849
2022-10-29 07:36:37,web application,17:53:06,2810,8652
1982-03-23 19:28:19,web application,10:06:26,2479,6827
2016-09-02 04:54:08,web application,14:51:33,312,8251
1990-08-07 22:26:05,desktop,09:08:17,1544,2263
1991-07-20 03:10:57,mobile,20:28:54,2723,8489
1994-07-14 02:53:52,mobile,06:48:06,1089,4914
1976-12-14 03:09:51,mobile,23:25:33,2592,2869
1985-03-11 04:37:49,desktop,02:39:05,1236,6968
1984-11-19 08:00:11,web application,02:26:50,2763,3713
1996-02-23 12:03:52,mobile,06:04:34,3141,8661
2021-05-13 20:03:05,web application,07:07:33,2738,3795
2014-09-15 04:45:51,desktop,09:35:18,1829,3577
2000-12-08 16:50:18,desktop,00:55:10,1742,1
2001-06-28 16:56:02,desktop,11:51:19,835,6387
1974-10-20 22:07:49,web application,12:39:04,67,5138
1970-07-04 19:38:35,web application,08:39:57,2208,1409
1982-04-09 11:15:33,desktop,03:36:43,1861,7336
2013-10-24 04:14:24,web application,22:44:28,3411,5398
1970-05-02 01:37:34,web application,15:23:38,1214,3702
2003-08-31 16:54:09,desktop,04:28:12,1177,8020
1984-12-10 10:48:41,web application,08:17:18,2066,680
1986-02-20 17:42:15,mobile,05:49:18,422,2510
2014-06-18 04:09:26,web application,17:08:31,405,7850
2018-09-28 01:03:08,mobile,09:05:16,2568,3219
2006-04-03 18:10:26,mobile,05:17:07,1367,4984
1992-07-10 10:44:44,mobile,04:05:41,3062,1395
1990-07-25 13:28:59,mobile,10:41:09,3176,5030
2009-08-05 11:09:43,web application,19:03:02,51,8886
1982-03-19 16:54:12,web application,03:01:23,1283,260
1994-02-08 07:50:48,web application,13:40:30,100,6104
2007-02-27 07:44:09,web application,01:36:51,788,5208
1985-11-23 11:46:10,desktop,22:37:58,2142,2799
2014-07-07 04:27:59,mobile,22:35:17,255,5015
1996-02-16 04:51:04,desktop,12:40:22,2405,6785
1990-07-30 06:51:39,desktop,21:47:23,1508,3590
1980-08-04 18:26:42,desktop,03:27:54,2362,7137
2015-12-19 09:41:38,desktop,19:07:54,130,3052
2009-05-26 14:31:23,mobile,01:38:33,2881,1958
1975-07-20 22:57:21,mobile,00:14:02,1706,7778
1984-11-25 19:34:41,web application,07:33:27,3270,8803
2020-07-12 13:06:23,mobile,03:03:05,648,1520
1981-10-13 08:20:02,web application,08:36:59,3321,4596
1986-01-13 10:20:33,desktop,13:45:01,2963,6726
1980-01-08 04:55:27,mobile,23:23:01,1382,7478
1973-06-26 13:39:38,desktop,23:14:55,186,2935
2010-04-19 21:42:55,desktop,03:45:43,2038,3943
2013-07-24 19:23:01,desktop,21:21:08,1902,7159
2004-11-10 17:02:16,desktop,02:17:08,2291,4151
1975-08-23 14:27:18,mobile,08:24:50,1096,4781
2018-04-06 17:27:36,desktop,00:25:33,344,7102
2022-09-12 11:00:13,desktop,08:35:41,1147,4798
2021-03-17 09:34:55,mobile,18:56:45,2153,1363
1989-01-18 10:11:36,desktop,12:06:01,2245,7628
2004-05-29 20:45:59,desktop,16:48:11,485,7661
2003-02-04 06:05:07,desktop,06:17:45,1082,7686
2020-10-10 10:25:14,web application,03:10:18,2390,7078
1982-10-09 03:30:00,desktop,12:28:18,946,8984
2017-07-25 16:33:10,desktop,02:04:29,1347,6660
1977-08-27 12:44:16,desktop,06:24:09,1949,2106
2011-08-19 18:46:06,desktop,07:34:47,3335,4475
1976-06-14 07:05:13,web application,02:03:43,217,7138
1986-04-18 04:33:35,desktop,11:00:21,2573,3902
1970-01-14 18:20:28,mobile,01:10:42,1767,5784
1998-09-29 04:54:17,desktop,01:21:01,446,2773
1980-03-18 11:21:24,mobile,19:50:46,828,5796
1996-06-25 18:39:23,desktop,10:41:19,3410,8698
2017-02-09 07:33:21,web application,19:24:09,2721,5797
2001-04-09 09:25:08,web application,07:23:44,2359,3205
2007-01-01 23:19:42,web application,00:22:54,2896,3879
2020-10-21 01:49:10,web application,08:50:16,879,7564
1976-07-19 13:52:21,web application,15:28:15,2464,1062
1985-06-14 22:12:01,web application,20:43:43,116,3372
1989-05-09 23:03:14,web application,20:32:20,2529,2561
2008-12-30 15:27:07,mobile,00:11:59,1003,7486
1978-04-12 22:43:02,mobile,21:03:40,969,8333
2020-09-18 14:14:33,mobile,05:39:19,902,5316
2018-06-21 17:58:15,desktop,10:44:10,522,5780
2004-11-26 04:09:59,mobile,00:46:27,1684,1583
1979-03-06 09:06:12,mobile,12:41:57,3402,5035
1990-03-31 03:10:00,mobile,12:31:34,2836,5656
2013-05-05 22:34:17,mobile,12:55:59,1641,6614
1987-02-05 14:04:03,desktop,08:24:55,1305,3304
2023-08-29 18:01:44,mobile,16:55:49,3326,1271
1990-12-30 07:38:45,desktop,23:22:41,1115,5648
2013-08-31 13:58:00,desktop,14:50:45,2472,3637
1970-07-02 15:02:26,desktop,08:34:55,3212,4598
1985-11-13 11:41:31,mobile,07:06:17,220,7430
2003-04-29 12:33:17,web application,15:11:40,501,2804
1971-02-21 07:04:53,web application,11:57:09,3458,1903
1997-05-27 00:47:43,web application,07:43:18,2210,7387
1985-05-02 18:28:04,web application,04:12:40,3447,209
2013-03-17 18:47:37,web application,04:48:16,309,4161
2021-02-08 09:48:48,desktop,21:36:17,356,3055
1978-07-04 01:05:06,desktop,05:16:43,2467,2381
1987-04-07 20:11:43,desktop,09:13:47,2948,4195
1977-11-24 20:37:53,desktop,03:07:25,2045,6037
1983-03-18 00:00:03,web application,01:33:33,962,8929
1994-02-05 11:53:52,desktop,16:15:43,1246,3993
2006-07-08 22:03:36,mobile,01:27:43,2217,3430
1997-01-10 09:27:49,desktop,02:35:41,3314,5360
2020-10-22 03:17:17,desktop,19:15:11,293,7237
2013-05-25 19:50:52,desktop,17:58:36,298,8335
1975-08-05 01:38:48,desktop,03:40:02,1653,593
2009-06-08 14:03:52,mobile,23:11:43,2678,817
1972-03-12 21:24:55,mobile,10:10:09,3412,1466
2006-11-24 05:20:18,desktop,01:39:47,1584,6138
1978-07-25 07:55:26,web application,21:57:29,1716,1090
2017-07-21 16:23:46,mobile,11:52:53,1980,6054
2008-12-19 09:42:35,web application,02:12:28,3033,8455
2001-12-18 17:17:16,desktop,15:55:59,113,1140
1988-06-20 20:02:49,mobile,08:27:39,1079,6744
2012-09-10 05:02:54,mobile,06:06:36,372,8026
1971-01-21 16:01:43,mobile,09:03:53,3186,2053
1973-09-05 11:24:40,web application,20:02:57,185,2224
2000-08-30 00:28:10,desktop,13:49:51,3413,4447
1996-09-26 04:28:27,web application,13:49:35,170,3664
1978-01-11 20:10:10,mobile,16:22:19,2353,4327
2002-08-20 11:21:06,web application,21:54:25,475,8861
1994-06-09 06:03:29,web application,11:11:15,2226,8279
1986-12-04 04:39:58,mobile,00:46:07,463,6497
2010-05-12 05:49:04,web application,17:19:03,1961,2456
2008-02-29 22:22:24,mobile,04:20:50,2781,6733
1988-05-11 08:33:06,mobile,02:18:56,688,6673
1974-07-01 13:49:28,desktop,17:10:19,1966,3809
1988-10-21 10:58:29,mobile,20:30:38,1226,1448
1977-09-26 18:33:39,mobile,14:21:04,1871,2654
1981-07-05 15:20:04,mobile,11:04:02,3092,4739
1989-06-09 02:54:48,mobile,04:07:46,1139,6222
2008-01-26 09:31:40,mobile,16:28:06,131,3109
2018-04-11 20:05:53,mobile,12:39:35,369,6185
2019-07-31 10:45:14,desktop,11:54:22,2168,3045
1991-07-28 01:34:54,desktop,10:34:18,258,3516
2010-04-12 01:06:16,web application,11:48:36,3362,333
1983-05-22 14:36:12,mobile,04:37:55,1475,5270
2006-04-30 09:02:25,mobile,03:33:45,2106,5266
2015-09-07 22:31:15,mobile,23:17:34,702,8994
1979-01-12 11:52:05,desktop,15:17:36,959,5750
2009-09-22 09:34:48,desktop,02:35:57,1803,5614
1979-10-13 21:31:35,mobile,14:58:40,1103,8663
2021-06-13 17:25:56,web application,00:17:49,187,6422
1995-06-19 19:51:22,mobile,01:54:25,55,825
1985-04-10 23:35:17,desktop,22:40:17,443,3936
2020-09-30 15:46:42,mobile,16:43:44,3122,7742
2020-08-13 13:37:38,desktop,22:43:56,2103,4768
1982-05-12 16:54:01,mobile,17:30:56,3175,3564
1977-03-25 09:55:21,web application,01:40:02,3251,463
1992-06-02 01:37:42,web application,12:31:05,3350,4756
2004-05-18 08:27:25,mobile,04:33:44,1682,6937
2009-12-18 08:40:47,desktop,17:02:22,2186,6762
2013-11-13 11:09:17,desktop,04:16:30,1391,1414
1999-09-27 05:07:23,mobile,04:44:39,2800,5096
2016-04-24 02:48:15,desktop,13:58:01,1059,2406
2013-09-21 11:52:24,web application,01:55:49,1674,4022
2014-11-17 18:25:15,mobile,01:02:01,1029,3381
1983-12-15 07:03:34,web application,16:01:50,937,840
1976-02-21 09:17:40,desktop,18:01:03,2526,2376
1971-06-08 06:46:14,desktop,08:24:40,106,3947
1999-09-06 00:48:39,desktop,04:56:04,1497,1027
2010-10-28 23:02:22,web application,04:17:45,383,3381
2012-05-31 12:09:09,desktop,09:05:43,3362,1243
1979-06-08 06:42:42,desktop,01:17:26,1968,2453
1986-07-03 02:40:40,web application,07:26:51,2372,1620
1985-05-18 07:50:45,web application,19:21:02,1060,3414
1975-08-06 12:55:49,mobile,05:26:08,49,4851
1992-02-20 09:20:01,desktop,05:41:35,3096,1362
1993-09-10 07:32:12,mobile,01:28:18,419,5514
1970-01-02 09:10:18,web application,16:51:51,1919,6726
1984-04-22 22:28:11,mobile,01:51:14,731,7257
2021-12-03 09:44:37,web application,14:08:21,2012,5887
2010-02-18 03:32:44,desktop,02:53:45,2047,6095
1976-06-21 16:48:21,mobile,04:03:39,1016,5547
2016-05-19 11:26:06,desktop,20:44:17,2731,1241
2012-10-20 11:00:07,desktop,07:39:24,2347,6138
1981-08-25 22:34:15,mobile,05:43:52,3266,6585
1977-02-01 21:37:06,mobile,13:38:01,1282,3490
2017-11-09 21:22:38,web application,07:41:07,2897,5410
2020-07-26 18:59:22,mobile,22:41:56,1650,1080
1972-06-01 00:08:48,web application,20:01:17,3390,5257
2014-03-07 22:53:04,mobile,09:07:10,2632,2351
1989-08-02 19:19:57,web application,09:20:18,2529,8054
1985-11-10 03:16:41,desktop,11:04:09,3063,8534
1978-07-25 14:39:28,web application,04:40:04,2478,2452
1981-03-18 23:57:16,web application,06:49:39,1257,8362
1993-01-25 03:49:43,web application,10:48:02,2147,8584
2000-09-06 01:29:02,mobile,12:11:13,2081,5784
1997-05-09 06:36:06,web application,03:07:01,1195,2809
1996-06-04 06:17:51,web application,03:54:44,1364,3460
2012-06-22 03:06:19,desktop,10:57:44,2203,264
2019-09-02 01:27:53,mobile,19:48:53,3345,5956
2018-06-18 19:29:03,web application,22:07:01,401,966
1997-04-29 06:52:08,desktop,12:20:13,1528,243
1991-06-04 17:46:25,desktop,08:05:23,1237,5771
2015-12-30 09:17:46,mobile,22:40:29,161,3240
2022-06-26 03:19:38,desktop,02:45:13,3128,87
1978-01-13 02:55:30,mobile,11:42:16,3440,4843
1980-12-12 02:58:32,desktop,05:34:12,2341,5441
2005-12-29 14:04:51,desktop,20:01:44,3470,5453
2020-01-10 06:33:03,desktop,21:06:39,1982,3062
2002-10-09 05:12:53,mobile,10:33:12,2665,2297
1986-04-17 10:29:45,desktop,03:15:14,955,4911
2013-05-01 20:01:39,web application,00:24:18,665,6661
1994-01-01 00:22:36,web application,09:50:39,886,8576
2008-02-23 08:30:06,web application,21:24:40,3214,560
1974-01-08 13:44:53,desktop,07:44:19,488,4208
1980-02-18 02:07:28,mobile,17:46:32,1260,7951
1993-09-02 03:06:58,desktop,07:29:18,1826,3713
2020-02-09 12:09:58,web application,03:48:53,187,8918
2010-04-07 22:56:17,desktop,03:07:17,2788,7470
1987-07-20 11:42:58,web application,00:57:12,2442,8648
1982-09-17 09:36:56,desktop,13:14:35,186,3609
1986-02-20 10:50:44,web application,19:52:56,607,2802
2007-06-25 22:26:36,desktop,10:30:27,318,6415
1992-01-11 09:57:11,mobile,23:45:56,627,8804
1974-09-24 08:17:33,web application,12:10:29,224,5613
1987-07-30 12:16:33,desktop,13:44:32,3456,1296
2013-04-18 00:50:33,desktop,16:06:40,1705,3400
1976-09-04 16:53:37,desktop,20:40:16,3213,3334
2000-03-02 07:17:15,desktop,15:45:55,2492,1984
1972-04-01 17:42:39,desktop,00:36:44,335,5905
1990-11-10 20:09:07,mobile,08:58:24,1068,8741
2017-01-18 08:28:18,web application,19:56:17,2517,1131
2022-08-22 00:22:17,web application,19:39:57,591,5959
1979-04-15 13:23:33,mobile,08:05:45,2268,4858
1983-02-16 09:51:47,web application,09:13:17,3260,7566
2004-10-15 06:55:56,mobile,07:41:32,656,7383
2009-12-04 06:23:57,mobile,19:37:52,2030,5874
2020-05-11 01:07:54,mobile,09:07:03,1825,6740
2005-07-01 03:42:36,web application,21:47:44,792,5006
2018-03-11 07:10:08,web application,03:47:44,797,6055
2004-11-26 15:07:25,desktop,04:25:33,1151,3465
1995-09-27 17:46:20,web application,17:58:41,2817,1787
2016-06-25 05:59:15,desktop,05:04:52,2769,212
2011-02-14 10:29:27,web application,05:18:44,2900,2293
1973-01-07 19:37:10,desktop,20:30:51,2946,6844
1970-06-30 07:12:41,mobile,12:38:29,2012,8668
2013-03-13 17:01:11,desktop,14:34:48,539,3341
1993-10-02 04:20:15,mobile,03:00:43,3211,4600
2012-05-10 03:19:31,mobile,14:29:11,3011,1898
1993-08-21 00:36:35,web application,07:22:00,2392,2557
1977-10-14 07:59:41,desktop,07:00:26,2396,4189
1988-03-26 04:52:40,desktop,15:26:23,3245,5453
2023-08-03 01:19:24,web application,02:32:16,1719,5306
2022-05-09 22:34:54,web application,14:43:35,278,5872
1974-02-28 11:45:03,web application,22:13:19,745,6544
2023-11-05 23:07:07,desktop,23:37:36,2684,5921
1991-03-18 13:11:00,desktop,23:15:37,1663,5090
2002-09-30 12:41:24,desktop,07:42:08,1285,3676
2009-04-08 00:07:08,mobile,05:04:35,2540,7502
1981-01-18 06:00:30,desktop,02:32:49,801,4215
2012-03-06 03:28:27,desktop,07:49:47,2677,4534
2018-02-16 09:15:25,web application,13:03:04,987,3485
1981-09-16 23:00:50,mobile,23:53:09,1680,4258
1975-11-01 10:26:52,desktop,00:26:56,3256,7213
2017-05-17 08:01:53,web application,03:08:24,2164,5647
1991-09-29 16:32:58,desktop,22:01:02,1638,4116
2022-07-30 01:25:53,desktop,19:49:27,2601,8283
1989-02-02 06:15:31,mobile,02:41:01,108,5434
2019-09-12 19:31:34,mobile,03:28:04,3127,2025
2005-06-25 10:35:45,web application,10:40:10,357,2404
1972-06-15 04:45:49,web application,12:35:44,1801,7325
1974-11-04 02:51:03,mobile,07:04:38,1527,6046
1970-10-17 17:01:45,mobile,08:24:26,2560,5755
1975-08-24 13:06:58,mobile,19:00:21,1474,7782
1999-08-22 12:43:18,web application,02:05:35,43,6047
2017-04-13 21:34:21,desktop,13:58:41,3367,8678
2005-06-27 13:15:45,desktop,06:14:33,1863,4465
2003-12-07 10:31:29,web application,05:29:11,1675,5009
1975-07-31 12:02:06,mobile,19:36:38,1870,3492
2021-10-26 02:25:55,mobile,06:35:53,2391,5911
2005-05-04 03:06:51,desktop,19:38:05,2456,6048
1977-06-29 03:42:29,web application,01:24:11,192,8301
1972-11-15 21:33:30,mobile,19:18:11,2059,2725
2015-07-03 19:04:29,desktop,07:30:10,1453,6723
2013-07-08 15:10:09,desktop,23:38:45,2578,3653
1986-03-16 17:09:22,desktop,16:16:07,1281,1714
1975-09-08 04:13:57,desktop,07:16:36,2178,7727
1998-05-28 02:24:07,web application,09:25:07,1307,1014
2015-06-05 02:32:33,desktop,09:33:32,528,2777
1983-12-19 01:46:54,web application,06:15:52,419,5208
2000-07-28 20:34:39,desktop,02:26:32,951,5514
2015-02-09 03:50:23,mobile,01:27:53,1597,2134
1982-10-06 20:01:28,desktop,19:50:24,1977,7207
1982-08-26 08:50:05,web application,21:53:25,1343,8917
1985-01-10 00:10:56,web application,04:23:26,672,8026
2023-06-19 20:34:09,mobile,10:13:54,1848,2237
1983-02-12 04:26:11,web application,15:51:28,1997,1229
1971-08-13 05:47:48,web application,11:44:52,635,835
1994-10-20 06:49:45,desktop,23:54:03,1287,6736
1991-08-05 18:55:53,desktop,13:46:41,1960,3245
1986-01-09 01:58:29,mobile,03:36:23,3416,3698
1986-10-23 18:55:01,web application,22:42:21,1498,3662
2002-11-26 17:44:16,web application,21:10:54,264,6990
1996-04-29 12:29:02,desktop,17:36:48,3091,7924
2004-03-30 14:03:19,web application,02:29:30,1373,3271
1994-09-15 23:51:47,web application,03:34:29,1671,5266
2003-08-03 16:41:42,mobile,02:19:36,3410,3916
1979-12-07 00:11:21,mobile,13:00:03,3045,8918
2019-10-10 10:07:12,web application,19:41:37,1665,5614
1993-12-31 06:59:37,mobile,12:41:30,3161,5154
1974-05-09 14:14:54,mobile,07:24:56,3039,42
2015-05-13 08:56:41,mobile,10:49:13,2484,199
1987-04-30 06:25:36,web application,15:54:56,2025,4041
1995-12-14 20:16:19,desktop,01:55:46,1918,5988
1979-03-27 00:30:44,web application,17:09:56,1305,4448
1972-09-03 02:12:31,desktop,22:15:01,1539,7817
2020-12-12 13:52:43,mobile,12:50:06,115,4089
1981-05-22 06:04:31,desktop,20:00:12,2253,665
2022-01-02 18:39:40,desktop,20:14:16,472,3882
1996-06-15 02:38:31,desktop,11:34:07,2214,5604
1976-01-14 06:42:27,desktop,12:32:25,24,4395
2008-12-05 11:14:17,desktop,21:11:31,291,1482
1983-04-27 23:25:42,mobile,21:23:00,2535,1610
1982-02-20 17:28:17,mobile,01:46:07,1198,6522
1990-01-21 17:11:42,mobile,09:55:36,1807,7366
2021-07-23 01:30:31,web application,16:39:02,1578,6921
1981-04-24 20:03:05,desktop,01:24:19,138,1839
1980-09-24 06:47:42,mobile,03:46:10,2715,2648
2008-08-19 20:55:09,desktop,13:27:24,684,5773
1976-02-20 08:49:26,mobile,20:21:31,1342,5084
1972-10-10 06:53:24,mobile,06:46:35,1120,2291
2019-12-20 19:27:05,desktop,03:37:14,2217,4526
1980-03-05 21:43:02,desktop,01:36:28,1996,6820
2021-03-26 07:46:04,desktop,02:48:01,2746,970
2012-03-25 15:33:06,desktop,21:13:52,2606,6234
2021-08-14 03:02:01,web application,17:43:05,3363,4157
2023-04-09 20:12:42,desktop,14:18:33,737,3743
1977-01-26 14:24:27,desktop,02:49:03,94,5778
1973-03-21 18:31:02,mobile,10:52:46,3050,174
1977-05-20 12:15:55,mobile,18:46:33,621,5143
1999-07-28 09:47:58,mobile,12:32:57,619,2663
1986-10-31 18:08:16,mobile,16:03:01,1059,2946
1981-07-20 01:56:42,web application,22:49:17,2822,3672
1971-12-30 05:37:09,desktop,00:35:13,3306,3655
2019-05-13 22:05:05,web application,18:31:37,1911,7166
1983-06-13 11:21:28,desktop,08:26:12,531,118
2001-11-21 10:06:38,web application,06:01:47,1252,2327
2023-08-13 09:31:19,desktop,19:54:57,2858,4549
2018-08-02 06:11:59,web application,03:55:01,674,2202
2017-06-11 04:16:16,web application,17:11:43,2742,8358
1973-07-07 23:53:54,mobile,14:17:33,1139,1554
1979-09-05 07:24:07,mobile,20:54:40,838,236
1978-06-02 08:50:25,mobile,19:06:15,1298,1128
1979-04-15 02:42:40,web application,08:31:46,1191,8657
1997-10-22 19:03:33,mobile,18:55:54,929,7037
2015-05-17 13:51:24,mobile,05:04:32,2613,1490
2019-11-08 06:25:49,mobile,10:24:23,1221,2606
1974-08-25 17:04:17,web application,00:29:48,2032,8216
1996-04-11 03:55:05,desktop,22:54:26,2565,4822
2006-05-08 15:12:18,desktop,04:17:42,1892,5553
2017-03-10 04:12:27,web application,20:41:40,180,5774
2016-03-17 02:13:10,desktop,05:49:27,963,5470
2020-07-29 18:54:41,web application,03:08:25,1847,8080
2023-10-31 13:07:13,web application,12:05:15,2497,667
2011-01-17 13:01:01,mobile,22:16:01,1879,7367
2003-08-09 19:03:42,desktop,10:03:04,1685,8990
2020-08-11 08:54:09,desktop,17:06:28,1363,8738
1987-07-04 17:21:10,web application,04:28:04,1904,3124
1973-01-16 07:48:24,desktop,01:00:35,134,8410
2003-03-09 20:09:34,mobile,19:34:28,2132,6735
1996-02-14 21:45:12,desktop,09:06:20,1315,3199
1973-10-05 23:24:50,desktop,03:59:48,880,801
2018-04-12 13:56:55,mobile,06:07:10,1448,1975
2011-09-16 18:50:41,web application,08:48:56,2504,2127
1977-11-17 11:37:01,mobile,13:20:23,1176,312
1975-10-31 14:03:37,web application,22:39:13,2439,2367
1991-10-31 01:09:55,web application,01:15:12,798,3866
1989-09-06 21:32:59,web application,23:07:41,365,6853
2003-09-11 15:00:50,mobile,16:57:26,1664,982
1974-06-11 22:35:17,mobile,17:35:28,1872,4283
1981-11-03 01:33:48,web application,01:23:23,2366,5708
1989-04-21 13:52:35,desktop,23:14:49,2786,6266
2012-04-15 01:23:51,desktop,03:45:22,477,1841
1998-07-07 20:43:04,mobile,23:20:55,1490,58
1984-02-15 00:37:01,mobile,14:16:58,2092,8708
1977-10-06 21:48:12,mobile,13:16:25,951,5359
1970-07-18 14:27:46,web application,05:19:44,61,678
2023-03-01 09:31:54,desktop,01:34:26,613,1335
2017-03-30 23:33:43,mobile,13:59:44,2523,1679
2016-05-03 02:55:57,mobile,05:13:59,2140,2153
1970-11-18 05:28:00,desktop,16:22:59,2732,2254
2010-07-05 03:16:48,mobile,10:35:29,1336,8154
1978-11-03 22:39:20,desktop,00:02:27,3102,3787
2017-04-12 23:30:06,desktop,03:39:37,1524,8382
1994-06-04 20:51:48,mobile,17:05:48,2590,8676
2011-08-24 21:44:15,mobile,13:18:10,385,680
1974-08-09 13:47:53,web application,00:33:21,615,5552
2009-05-27 17:52:01,web application,18:35:44,1342,854
1977-12-12 21:16:36,desktop,20:59:39,1280,1101
1991-02-20 04:02:15,web application,22:35:05,1688,3226
1993-12-07 13:36:36,mobile,03:48:25,2707,5346
1995-03-30 06:14:36,web application,00:48:19,3291,1371
1996-09-25 22:48:10,desktop,13:49:48,2865,2957
2010-11-22 04:49:11,web application,22:32:39,2745,5610
1984-01-30 08:11:48,web application,16:18:49,357,2050
2020-11-24 19:09:26,mobile,05:57:01,549,7860
1984-09-30 02:03:51,web application,11:28:36,287,4017
1993-10-07 13:44:26,mobile,02:51:50,1352,2181
1991-02-16 13:22:33,mobile,01:13:51,376,5403
2005-08-02 10:51:44,mobile,04:34:39,1016,2320
1977-07-22 20:32:13,mobile,19:07:14,2669,1242
1978-06-13 12:35:40,mobile,19:41:37,2804,6707
1997-09-18 09:54:01,web application,15:34:05,1294,2739
2005-02-12 13:26:25,desktop,07:48:43,296,2817
1993-02-18 10:14:31,mobile,16:11:25,3047,7401
2004-08-21 16:14:39,web application,22:30:15,1871,7528
2022-02-14 23:02:50,web application,15:37:33,330,2575
1983-12-09 07:37:26,mobile,06:48:04,1930,7594
1982-05-25 11:32:42,web application,15:19:00,361,1334
1988-08-25 19:51:52,web application,14:09:44,1994,2462
2015-03-18 05:49:05,desktop,02:21:07,1656,1951
1972-03-16 07:24:47,desktop,15:14:19,18,273
2018-10-13 13:46:08,web application,20:52:39,910,3679
1999-03-08 16:47:18,desktop,00:01:44,633,2587
2022-04-10 16:24:06,mobile,15:12:45,1218,8174
1976-02-04 05:25:49,web application,22:35:57,2793,335
2016-01-28 05:28:00,mobile,17:59:11,1105,2675
2007-08-10 09:59:55,desktop,04:42:23,749,1113
2015-09-28 09:29:09,web application,03:55:31,1196,6814
2015-03-01 10:25:17,web application,21:52:30,1924,8747
1992-02-20 07:13:26,desktop,03:45:45,1061,2481
1995-11-06 20:56:15,desktop,05:44:44,253,3790
1973-11-07 09:05:12,web application,04:23:03,469,2174
